datetime,RCORR_E
2012-03-07 09:46:00,100.95700000000001
2012-03-07 09:47:00,107.743
2012-03-07 09:48:00,106.829
2012-03-07 09:49:00,106.95200000000001
2012-03-07 09:50:00,102.882
2012-03-07 09:51:00,106.33200000000001
2012-03-07 09:52:00,105.50200000000001
2012-03-07 09:53:00,107.95700000000001
2012-03-07 09:54:00,104.90700000000001
2012-03-07 09:55:00,108.07600000000001
2012-03-07 09:56:00,109.58
2012-03-07 09:57:00,108.775
2012-03-07 09:58:00,103.179
2012-03-07 09:59:00,109.131
2012-03-07 10:00:00,108.571
2012-03-07 10:01:00,109.72200000000001
2012-03-07 10:02:00,109.96700000000001
2012-03-07 10:03:00,103.00299999999999
2012-03-07 10:04:00,107.337
2012-03-07 10:05:00,107.76100000000001
2012-03-07 10:06:00,111.01899999999999
2012-03-07 10:07:00,106.085
2012-03-07 10:08:00,109.1
2012-03-07 10:09:00,106.117
2012-03-07 10:10:00,104.992
2012-03-07 10:11:00,104.62100000000001
2012-03-07 10:12:00,105.848
2012-03-07 10:13:00,104.059
2012-03-07 10:14:00,106.917
2012-03-07 10:15:00,108.512
2012-03-07 10:16:00,107.61
2012-03-07 10:17:00,106.921
2012-03-07 10:18:00,104.25
2012-03-07 10:19:00,106.921
2012-03-07 10:20:00,103.545
2012-03-07 10:21:00,110.515
2012-03-07 10:22:00,105.631
2012-03-07 10:23:00,107.883
2012-03-07 10:24:00,105.338
2012-03-07 10:25:00,104.02
2012-03-07 10:26:00,107.072
2012-03-07 10:27:00,102.65
2012-03-07 10:28:00,107.04
2012-03-07 10:29:00,105.971
2012-03-07 10:30:00,106.656
2012-03-07 10:31:00,109.17299999999999
2012-03-07 10:32:00,107.02799999999999
2012-03-07 10:33:00,109.99600000000001
2012-03-07 10:34:00,106.751
2012-03-07 10:35:00,101.887
2012-03-07 10:36:00,110.337
2012-03-07 10:37:00,106.791
2012-03-07 10:38:00,109.094
2012-03-07 10:39:00,105.022
2012-03-07 10:40:00,101.395
2012-03-07 10:41:00,104.742
2012-03-07 10:42:00,108.12799999999999
2012-03-07 10:43:00,106.834
2012-03-07 10:44:00,106.514
2012-03-07 10:45:00,101.98200000000001
2012-03-07 10:46:00,107.008
2012-03-07 10:47:00,104.26799999999999
2012-03-07 10:48:00,108.27
2012-03-07 10:49:00,108.257
2012-03-07 10:50:00,106.98899999999999
2012-03-07 10:51:00,108.89399999999999
2012-03-07 10:52:00,107.226
2012-03-07 10:53:00,106.19
2012-03-07 10:54:00,104.58
2012-03-07 10:55:00,106.803
2012-03-07 10:56:00,102.16
2012-03-07 10:57:00,104.20100000000001
2012-03-07 10:58:00,108.479
2012-03-07 10:59:00,109.456
2012-03-07 11:00:00,109.456
2012-03-07 11:01:00,101.65100000000001
2012-03-07 11:02:00,107.55
2012-03-07 11:03:00,108.73200000000001
2012-03-07 11:04:00,108.46700000000001
2012-03-07 11:05:00,103.906
2012-03-07 11:06:00,107.37200000000001
2012-03-07 11:07:00,110.01899999999999
2012-03-07 11:08:00,108.383
2012-03-07 11:09:00,102.805
2012-03-07 11:10:00,104.82
2012-03-07 11:11:00,109.43299999999999
2012-03-07 11:12:00,102.68700000000001
2012-03-07 11:13:00,104.13600000000001
2012-03-07 11:14:00,106.096
2012-03-07 11:15:00,108.134
2012-03-07 11:16:00,105.429
2012-03-07 11:17:00,106.613
2012-03-07 11:18:00,106.39200000000001
2012-03-07 11:19:00,107.596
2012-03-07 11:20:00,102.588
2012-03-07 11:21:00,104.34100000000001
2012-03-07 11:22:00,106.301
